Test Method,# configuration parameter,Configuration Key
org.apache.hadoop.mapreduce.lib.jobcontrol.TestJobControl#testCircularDependency,22,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;]
org.apache.hadoop.mapred.TestLocatedFileStatusFetcher#testExecutorsShutDown,28,[fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;file.bytes-per-checksum=512;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;hadoop.service.shutdown.timeout=30;fs.automatic.close=true;fs.permissions.umask-mode=null;mapreduce.input.fileinputformat.list-status.num-threads=1;]
org.apache.hadoop.mapreduce.security.TestTokenCache#testGetTokensForNamenodes,96,[mapreduce.framework.name=yarn;yarn.resourcemanager.ha.enabled=false;yarn.resourcemanager.address=0.0.0.0:8032;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;fs.creation.parallel.count=64;fs.defaultFS=hdfs://localhost:42181;fs.file.impl.disable.cache=false;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;fs.hdfs.impl.disable.cache=false;fs.hdfs.impl=null;ipc.client.rpc-timeout.ms=286142237;dfs.client.retry.max.attempts=1831761092;dfs.client.retry.window.base=1473650805;dfs.client.retry.times.get-last-block-length=1623076139;dfs.client.retry.interval-ms.get-last-block-length=544350447;dfs.client.failover.max.attempts=960338182;dfs.client.failover.sleep.base.millis=624408011;dfs.client.failover.sleep.max.millis=229884085;dfs.client.max.block.acquire.failures=2069396912;dfs.datanode.socket.write.timeout=70352633;io.file.buffer.size=4096;dfs.checksum.type=CRC32C;dfs.bytes-per-checksum=1691875108;dfs.checksum.combine.mode=COMPOSITE_CRC;dfs.checksum.ec.socket-timeout=2048525338;dfs.data.transfer.client.tcpnodelay=true;dfs.client.socket-timeout=1224838744;dfs.client.socket.send.buffer.size=1723398665;dfs.client-write-packet-size=534245248;dfs.client.write.max-packets-in-flight=828846872;dfs.client.write.byte-array-manager.enabled=false;dfs.blocksize=766787871;dfs.replication=1078504339;mapreduce.task.attempt.id=NONMAPREDUCE;dfs.client.write.exclude.nodes.cache.expiry.interval.millis=1036791797;dfs.client.read.prefetch.size=1293404753;dfs.client.read.uri.cache.enabled=true;dfs.client.cached.conn.retry=1955735718;dfs.client.block.write.retries=757414494;dfs.client.block.write.locateFollowingBlock.retries=2100366824;dfs.client.block.write.locateFollowingBlock.initial.delay.ms=605858298;dfs.client.block.write.locateFollowingBlock.max.delay.ms=2144870084;fs.permissions.umask-mode=022;dfs.client.use.datanode.hostname=true;dfs.client.datanode-restart.timeout=1792229988;dfs.client.slow.io.warning.threshold.ms=101556275;dfs.client.read.use.cache.priority=true;dfs.client.refresh.read-block-locations.ms=1441561416;dfs.client.hedged.read.threshold.millis=2130074490;dfs.client.hedged.read.threadpool.size=23651328;dfs.client.deadnode.detection.enabled=true;dfs.client.read.striped.threadpool.size=1199708322;dfs.client.replica.accessor.builder.classes=null;dfs.namenode.lease-hard-limit-sec=1737096012;dfs.client.socketcache.capacity=1422534568;dfs.client.socketcache.expiryMsec=498378719;dfs.client.use.legacy.blockreader.local=true;dfs.client.read.shortcircuit=true;dfs.client.read.shortcircuit.metrics.sampling.percentage=1793971948;dfs.client.domain.socket.data.traffic=false;dfs.domain.socket.path=;dfs.client.read.shortcircuit.skip.checksum=false;dfs.client.read.shortcircuit.buffer.size=984098379;dfs.client.read.shortcircuit.streams.cache.size=1066197833;dfs.client.read.shortcircuit.streams.cache.expiry.ms=1586719728;dfs.client.mmap.enabled=true;dfs.client.mmap.cache.size=2110155848;dfs.client.mmap.cache.timeout.ms=1429244908;dfs.client.mmap.retry.timeout.ms=1932917247;dfs.client.read.short.circuit.replica.stale.threshold.ms=147119865;dfs.short.circuit.shared.memory.watcher.interrupt.check.ms=1537782846;dfs.domain.socket.disable.interval.seconds=1824286572;dfs.client.key.provider.cache.expiry=653461201;dfs.client.short.circuit.num=1767534088;]
org.apache.hadoop.mapreduce.lib.output.TestPreemptableFileOutputCommitter#testPartialOutputCleanup,4,[fs.creation.parallel.count=64;mapreduce.fileoutputcommitter.algorithm.version=2;mapreduce.fileoutputcommitter.cleanup.skipped=false;mapreduce.fileoutputcommitter.cleanup-failures.ignored=false;]
org.apache.hadoop.mapreduce.TestJob#testJobToString,22,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;]
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testBoundCommitterWithDefault,91,[mapreduce.outputcommitter.factory.class=;mapreduce.outputcommitter.factory.scheme.hdfs=null;mapreduce.fileoutputcommitter.algorithm.version=2;mapreduce.fileoutputcommitter.cleanup.skipped=false;mapreduce.fileoutputcommitter.cleanup-failures.ignored=false;fs.creation.parallel.count=64;fs.hdfs.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.hdfs.impl=null;fs.client.resolve.remote.symlinks=false;ipc.client.rpc-timeout.ms=286142237;dfs.client.retry.max.attempts=1831761092;dfs.client.retry.window.base=1473650805;dfs.client.retry.times.get-last-block-length=1623076139;dfs.client.retry.interval-ms.get-last-block-length=544350447;dfs.client.failover.max.attempts=960338182;dfs.client.failover.sleep.base.millis=624408011;dfs.client.failover.sleep.max.millis=229884085;dfs.client.max.block.acquire.failures=2069396912;dfs.datanode.socket.write.timeout=70352633;io.file.buffer.size=4096;dfs.checksum.type=CRC32C;dfs.bytes-per-checksum=1691875108;dfs.checksum.combine.mode=COMPOSITE_CRC;dfs.checksum.ec.socket-timeout=2048525338;dfs.data.transfer.client.tcpnodelay=true;dfs.client.socket-timeout=1224838744;dfs.client.socket.send.buffer.size=1723398665;dfs.client-write-packet-size=534245248;dfs.client.write.max-packets-in-flight=828846872;dfs.client.write.byte-array-manager.enabled=false;dfs.blocksize=766787871;dfs.replication=1078504339;mapreduce.task.attempt.id=NONMAPREDUCE;dfs.client.write.exclude.nodes.cache.expiry.interval.millis=1036791797;dfs.client.read.prefetch.size=1293404753;dfs.client.read.uri.cache.enabled=true;dfs.client.cached.conn.retry=1955735718;dfs.client.block.write.retries=757414494;dfs.client.block.write.locateFollowingBlock.retries=2100366824;dfs.client.block.write.locateFollowingBlock.initial.delay.ms=605858298;dfs.client.block.write.locateFollowingBlock.max.delay.ms=2144870084;fs.permissions.umask-mode=022;dfs.client.use.datanode.hostname=true;dfs.client.datanode-restart.timeout=1792229988;dfs.client.slow.io.warning.threshold.ms=101556275;dfs.client.read.use.cache.priority=true;dfs.client.refresh.read-block-locations.ms=1441561416;dfs.client.hedged.read.threshold.millis=2130074490;dfs.client.hedged.read.threadpool.size=23651328;dfs.client.deadnode.detection.enabled=true;dfs.client.read.striped.threadpool.size=1199708322;dfs.client.replica.accessor.builder.classes=null;dfs.namenode.lease-hard-limit-sec=1737096012;dfs.client.socketcache.capacity=1422534568;dfs.client.socketcache.expiryMsec=498378719;dfs.client.use.legacy.blockreader.local=true;dfs.client.read.shortcircuit=true;dfs.client.read.shortcircuit.metrics.sampling.percentage=1793971948;dfs.client.domain.socket.data.traffic=false;dfs.domain.socket.path=;dfs.client.read.shortcircuit.skip.checksum=false;dfs.client.read.shortcircuit.buffer.size=984098379;dfs.client.read.shortcircuit.streams.cache.size=1066197833;dfs.client.read.shortcircuit.streams.cache.expiry.ms=1586719728;dfs.client.mmap.enabled=true;dfs.client.mmap.cache.size=2110155848;dfs.client.mmap.cache.timeout.ms=1429244908;dfs.client.mmap.retry.timeout.ms=1932917247;dfs.client.read.short.circuit.replica.stale.threshold.ms=147119865;dfs.short.circuit.shared.memory.watcher.interrupt.check.ms=1537782846;dfs.domain.socket.disable.interval.seconds=1824286572;dfs.client.key.provider.cache.expiry=653461201;dfs.client.short.circuit.num=1767534088;]
org.apache.hadoop.mapreduce.task.reduce.TestMergeManager#testZeroShuffleMemoryLimitPercent,41,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.creation.parallel.count=64;mapreduce.reduce.shuffle.input.buffer.percent=0.70;mapreduce.reduce.memory.totalbytes=8346664960;mapreduce.task.io.sort.factor=10;mapreduce.reduce.merge.memtomem.threshold=10;mapreduce.reduce.shuffle.merge.percent=0.66;mapreduce.reduce.merge.memtomem.enabled=false;fs.defaultFS=hdfs://localhost:42181;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapreduce.cluster.local.dir=/home/tony/fuzz-hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/target/tmp/mapred/local;fs.permissions.umask-mode=022;io.file.buffer.size=4096;mapreduce.job.encrypted-intermediate-data=false;]
org.apache.hadoop.mapreduce.task.reduce.TestMergeManager#testIoSortDefaults,6,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;mapreduce.task.io.sort.factor=10;mapreduce.task.io.sort.mb=100;]
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testFileOutputCommitterFactory,25,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;mapreduce.fileoutputcommitter.algorithm.version=2;mapreduce.fileoutputcommitter.cleanup.skipped=false;mapreduce.fileoutputcommitter.cleanup-failures.ignored=false;]
org.apache.hadoop.mapred.TestJobAclsManager#testGroups,17,[hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;mapreduce.job.acl-modify-job= ;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.user.group.metrics.percentiles.intervals=null;]
org.apache.hadoop.mapreduce.split.TestJobSplitWriter#testMaxBlockLocationsNewSplits,29,[fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;io.file.buffer.size=4096;fs.permissions.umask-mode=022;]
org.apache.hadoop.mapred.TestCounters#testFileSystemGroupIteratorConcurrency,8,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;mapreduce.job.counters.group.name.max=128;mapreduce.job.counters.counter.name.max=64;mapreduce.job.counters.groups.max=50;mapreduce.job.counters.max=120;]
org.apache.hadoop.mapreduce.TestJob#testUGICredentialsPropogation,22,[hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;]
org.apache.hadoop.mapred.TestFileOutputCommitter#testCommitterV1,40,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.creation.parallel.count=64;fs.defaultFS=hdfs://localhost:42181;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapreduce.fileoutputcommitter.cleanup.skipped=false;mapreduce.fileoutputcommitter.cleanup-failures.ignored=false;mapreduce.job.application.attempt.id=0;fs.permissions.umask-mode=022;mapreduce.output.fileoutputformat.compress=false;mapreduce.output.textoutputformat.separator=	;mapred.output.committer.class=null;mapreduce.task.output.dir=null;io.file.buffer.size=4096;]
org.apache.hadoop.mapred.TestFileOutputCommitter#testCommitterV2,40,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.creation.parallel.count=64;fs.defaultFS=hdfs://localhost:42181;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapreduce.fileoutputcommitter.cleanup.skipped=false;mapreduce.fileoutputcommitter.cleanup-failures.ignored=false;mapreduce.job.application.attempt.id=0;fs.permissions.umask-mode=022;mapreduce.output.fileoutputformat.compress=false;mapreduce.output.textoutputformat.separator=	;mapred.output.committer.class=null;mapreduce.task.output.dir=null;io.file.buffer.size=4096;]
org.apache.hadoop.mapred.TestTaskProgressReporter#testBytesWrittenRespectingLimit,34,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;mapreduce.task.progress-report.interval=0;fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;io.file.buffer.size=4096;fs.permissions.umask-mode=022;]
org.apache.hadoop.mapreduce.TestJobSubmissionFiles#testGetStagingWhenFileOwnerNameAndCurrentUserNameDoesNotMatch,19,[hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;fs.creation.parallel.count=64;hadoop.token.files=null;hadoop.tokens=null;]
org.apache.hadoop.mapreduce.jobhistory.TestHistoryViewerPrinter#testHumanPrinterAll,8,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;mapreduce.job.counters.group.name.max=128;mapreduce.job.counters.counter.name.max=64;mapreduce.job.counters.groups.max=50;mapreduce.job.counters.max=120;]
