Test Method,# configuration parameter,Configuration Key
org.apache.hadoop.mapreduce.task.reduce.TestMergeManager#testOnDiskMerger,37,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapreduce.reduce.shuffle.input.buffer.percent=0.70;mapreduce.reduce.memory.totalbytes=8346664960;mapreduce.reduce.shuffle.memory.limit.percent=0.25;mapreduce.reduce.merge.memtomem.threshold=5;mapreduce.reduce.shuffle.merge.percent=0.66;mapreduce.reduce.merge.memtomem.enabled=false;]
org.apache.hadoop.mapreduce.TestJobResourceUploaderWithSharedCache#testSharedCacheEnabled,46,[fs.creation.parallel.count=64;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;dfs.datanode.fsdataset.factory=org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetFactory;org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetTestUtilsFactory=null;hdfs.minidfs.basedir=/mnt/batch/tasks/workitems/FUZZ_hdfs_r125_1M24d23h38m7s/job-1/Task102/wd/confuzz/scripts/fuzz-hadoop/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs;dfs.namenode.maintenance.replication.min=1337357718;dfs.namenode.safemode.extension.testing=5236679;dfs.namenode.decommission.interval.testing=1777204884;hadoop.ssl.client.conf=ssl-client.xml;hadoop.ssl.keystores.factory.class=org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory;hadoop.ssl.enabled.protocols=TLSv1.2;ssl.server.exclude.cipher.list=null;ssl.client.stores.reload.interval=10000;ssl.client.keystore.type=jks;ssl.client.keystore.location=;io.file.buffer.size=4096;dfs.namenode.startup=REGULAR;dfs.nameservice.id=null;dfs.nameservices=null;dfs.ha.namenode.id=null;dfs.ha.namenodes=null;dfs.namenode.support.allow.format=false;]
org.apache.hadoop.mapreduce.task.reduce.TestMerger#testUncompressed,36,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapreduce.map.output.key.class=null;mapreduce.job.output.key.class=null;mapreduce.map.output.value.class=null;mapreduce.job.output.value.class=null;mapreduce.job.output.key.comparator.class=null;]
org.apache.hadoop.mapreduce.TestJobResourceUploader#testOverSingleResourceMBLimit,31,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;]
org.apache.hadoop.mapreduce.jobhistory.TestHistoryViewerPrinter#testJSONPrinter,8,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;mapreduce.job.counters.group.name.max=128;mapreduce.job.counters.counter.name.max=64;mapreduce.job.counters.groups.max=50;mapreduce.job.counters.max=120;]
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testCommitterFactoryForSchema,1,[mapreduce.outputcommitter.factory.class=null;]
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testCommitterWithDuplicatedCommitV2,97,[fs.creation.parallel.count=64;fs.defaultFS=hdfs://localhost:42181;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.hdfs.impl.disable.cache=false;fs.hdfs.impl=null;ipc.client.rpc-timeout.ms=286142237;dfs.client.retry.max.attempts=1831761092;dfs.client.retry.window.base=1473650805;dfs.client.retry.times.get-last-block-length=1623076139;dfs.client.retry.interval-ms.get-last-block-length=544350447;dfs.client.failover.max.attempts=960338182;dfs.client.failover.sleep.base.millis=624408011;dfs.client.failover.sleep.max.millis=229884085;dfs.client.max.block.acquire.failures=2069396912;dfs.datanode.socket.write.timeout=70352633;io.file.buffer.size=4096;dfs.checksum.type=CRC32C;dfs.bytes-per-checksum=1691875108;dfs.checksum.combine.mode=COMPOSITE_CRC;dfs.checksum.ec.socket-timeout=2048525338;dfs.data.transfer.client.tcpnodelay=true;dfs.client.socket-timeout=1224838744;dfs.client.socket.send.buffer.size=1723398665;dfs.client-write-packet-size=534245248;dfs.client.write.max-packets-in-flight=828846872;dfs.client.write.byte-array-manager.enabled=false;dfs.blocksize=766787871;dfs.replication=1078504339;mapreduce.task.attempt.id=NONMAPREDUCE;dfs.client.write.exclude.nodes.cache.expiry.interval.millis=1036791797;dfs.client.read.prefetch.size=1293404753;dfs.client.read.uri.cache.enabled=true;dfs.client.cached.conn.retry=1955735718;dfs.client.block.write.retries=757414494;dfs.client.block.write.locateFollowingBlock.retries=2100366824;dfs.client.block.write.locateFollowingBlock.initial.delay.ms=605858298;dfs.client.block.write.locateFollowingBlock.max.delay.ms=2144870084;fs.permissions.umask-mode=022;dfs.client.use.datanode.hostname=true;dfs.client.datanode-restart.timeout=1792229988;dfs.client.slow.io.warning.threshold.ms=101556275;dfs.client.read.use.cache.priority=true;dfs.client.refresh.read-block-locations.ms=1441561416;dfs.client.hedged.read.threshold.millis=2130074490;dfs.client.hedged.read.threadpool.size=23651328;dfs.client.deadnode.detection.enabled=true;dfs.client.read.striped.threadpool.size=1199708322;dfs.client.replica.accessor.builder.classes=null;dfs.namenode.lease-hard-limit-sec=1737096012;dfs.client.socketcache.capacity=1422534568;dfs.client.socketcache.expiryMsec=498378719;dfs.client.use.legacy.blockreader.local=true;dfs.client.read.shortcircuit=true;dfs.client.read.shortcircuit.metrics.sampling.percentage=1793971948;dfs.client.domain.socket.data.traffic=false;dfs.domain.socket.path=;dfs.client.read.shortcircuit.skip.checksum=false;dfs.client.read.shortcircuit.buffer.size=984098379;dfs.client.read.shortcircuit.streams.cache.size=1066197833;dfs.client.read.shortcircuit.streams.cache.expiry.ms=1586719728;dfs.client.mmap.enabled=true;dfs.client.mmap.cache.size=2110155848;dfs.client.mmap.cache.timeout.ms=1429244908;dfs.client.mmap.retry.timeout.ms=1932917247;dfs.client.read.short.circuit.replica.stale.threshold.ms=147119865;dfs.short.circuit.shared.memory.watcher.interrupt.check.ms=1537782846;dfs.domain.socket.disable.interval.seconds=1824286572;dfs.client.key.provider.cache.expiry=653461201;dfs.client.short.circuit.num=1767534088;]
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testCommitterWithDuplicatedCommitV1,97,[fs.creation.parallel.count=64;fs.defaultFS=hdfs://localhost:42181;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.hdfs.impl.disable.cache=false;fs.hdfs.impl=null;ipc.client.rpc-timeout.ms=286142237;dfs.client.retry.max.attempts=1831761092;dfs.client.retry.window.base=1473650805;dfs.client.retry.times.get-last-block-length=1623076139;dfs.client.retry.interval-ms.get-last-block-length=544350447;dfs.client.failover.max.attempts=960338182;dfs.client.failover.sleep.base.millis=624408011;dfs.client.failover.sleep.max.millis=229884085;dfs.client.max.block.acquire.failures=2069396912;dfs.datanode.socket.write.timeout=70352633;io.file.buffer.size=4096;dfs.checksum.type=CRC32C;dfs.bytes-per-checksum=1691875108;dfs.checksum.combine.mode=COMPOSITE_CRC;dfs.checksum.ec.socket-timeout=2048525338;dfs.data.transfer.client.tcpnodelay=true;dfs.client.socket-timeout=1224838744;dfs.client.socket.send.buffer.size=1723398665;dfs.client-write-packet-size=534245248;dfs.client.write.max-packets-in-flight=828846872;dfs.client.write.byte-array-manager.enabled=false;dfs.blocksize=766787871;dfs.replication=1078504339;mapreduce.task.attempt.id=NONMAPREDUCE;dfs.client.write.exclude.nodes.cache.expiry.interval.millis=1036791797;dfs.client.read.prefetch.size=1293404753;dfs.client.read.uri.cache.enabled=true;dfs.client.cached.conn.retry=1955735718;dfs.client.block.write.retries=757414494;dfs.client.block.write.locateFollowingBlock.retries=2100366824;dfs.client.block.write.locateFollowingBlock.initial.delay.ms=605858298;dfs.client.block.write.locateFollowingBlock.max.delay.ms=2144870084;fs.permissions.umask-mode=022;dfs.client.use.datanode.hostname=true;dfs.client.datanode-restart.timeout=1792229988;dfs.client.slow.io.warning.threshold.ms=101556275;dfs.client.read.use.cache.priority=true;dfs.client.refresh.read-block-locations.ms=1441561416;dfs.client.hedged.read.threshold.millis=2130074490;dfs.client.hedged.read.threadpool.size=23651328;dfs.client.deadnode.detection.enabled=true;dfs.client.read.striped.threadpool.size=1199708322;dfs.client.replica.accessor.builder.classes=null;dfs.namenode.lease-hard-limit-sec=1737096012;dfs.client.socketcache.capacity=1422534568;dfs.client.socketcache.expiryMsec=498378719;dfs.client.use.legacy.blockreader.local=true;dfs.client.read.shortcircuit=true;dfs.client.read.shortcircuit.metrics.sampling.percentage=1793971948;dfs.client.domain.socket.data.traffic=false;dfs.domain.socket.path=;dfs.client.read.shortcircuit.skip.checksum=false;dfs.client.read.shortcircuit.buffer.size=984098379;dfs.client.read.shortcircuit.streams.cache.size=1066197833;dfs.client.read.shortcircuit.streams.cache.expiry.ms=1586719728;dfs.client.mmap.enabled=true;dfs.client.mmap.cache.size=2110155848;dfs.client.mmap.cache.timeout.ms=1429244908;dfs.client.mmap.retry.timeout.ms=1932917247;dfs.client.read.short.circuit.replica.stale.threshold.ms=147119865;dfs.short.circuit.shared.memory.watcher.interrupt.check.ms=1537782846;dfs.domain.socket.disable.interval.seconds=1824286572;dfs.client.key.provider.cache.expiry=653461201;dfs.client.short.circuit.num=1767534088;]
org.apache.hadoop.mapred.TestJobAclsManager#testAclsOff,17,[mapreduce.cluster.administrators= ;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.user.group.metrics.percentiles.intervals=null;]
org.apache.hadoop.mapreduce.TestJobResourceUploader#testPathsWithFragNoSchemeAbsolute,31,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;]
org.apache.hadoop.mapreduce.TestJobResourceUploaderWithSharedCache#testSharedCacheEnabledWithJobJarInSharedCache,46,[fs.creation.parallel.count=64;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;dfs.datanode.fsdataset.factory=org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetFactory;org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetTestUtilsFactory=null;hdfs.minidfs.basedir=/mnt/batch/tasks/workitems/FUZZ_hdfs_r125_1M24d23h38m7s/job-1/Task102/wd/confuzz/scripts/fuzz-hadoop/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs;dfs.namenode.maintenance.replication.min=1337357718;dfs.namenode.safemode.extension.testing=5236679;dfs.namenode.decommission.interval.testing=1777204884;hadoop.ssl.client.conf=ssl-client.xml;hadoop.ssl.keystores.factory.class=org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory;hadoop.ssl.enabled.protocols=TLSv1.2;ssl.server.exclude.cipher.list=null;ssl.client.stores.reload.interval=10000;ssl.client.keystore.type=jks;ssl.client.keystore.location=;io.file.buffer.size=4096;dfs.namenode.startup=REGULAR;dfs.nameservice.id=null;dfs.nameservices=null;dfs.ha.namenode.id=null;dfs.ha.namenodes=null;dfs.namenode.support.allow.format=false;]
org.apache.hadoop.mapreduce.checkpoint.TestFSCheckpointService#testDelete,1,[fs.creation.parallel.count=64;]
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testRecoveryUpgradeV1V2,97,[fs.creation.parallel.count=64;fs.defaultFS=hdfs://localhost:42181;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;fs.hdfs.impl.disable.cache=false;fs.hdfs.impl=null;ipc.client.rpc-timeout.ms=286142237;dfs.client.retry.max.attempts=1831761092;dfs.client.retry.window.base=1473650805;dfs.client.retry.times.get-last-block-length=1623076139;dfs.client.retry.interval-ms.get-last-block-length=544350447;dfs.client.failover.max.attempts=960338182;dfs.client.failover.sleep.base.millis=624408011;dfs.client.failover.sleep.max.millis=229884085;dfs.client.max.block.acquire.failures=2069396912;dfs.datanode.socket.write.timeout=70352633;io.file.buffer.size=4096;dfs.checksum.type=CRC32C;dfs.bytes-per-checksum=1691875108;dfs.checksum.combine.mode=COMPOSITE_CRC;dfs.checksum.ec.socket-timeout=2048525338;dfs.data.transfer.client.tcpnodelay=true;dfs.client.socket-timeout=1224838744;dfs.client.socket.send.buffer.size=1723398665;dfs.client-write-packet-size=534245248;dfs.client.write.max-packets-in-flight=828846872;dfs.client.write.byte-array-manager.enabled=false;dfs.blocksize=766787871;dfs.replication=1078504339;mapreduce.task.attempt.id=NONMAPREDUCE;dfs.client.write.exclude.nodes.cache.expiry.interval.millis=1036791797;dfs.client.read.prefetch.size=1293404753;dfs.client.read.uri.cache.enabled=true;dfs.client.cached.conn.retry=1955735718;dfs.client.block.write.retries=757414494;dfs.client.block.write.locateFollowingBlock.retries=2100366824;dfs.client.block.write.locateFollowingBlock.initial.delay.ms=605858298;dfs.client.block.write.locateFollowingBlock.max.delay.ms=2144870084;fs.permissions.umask-mode=022;dfs.client.use.datanode.hostname=true;dfs.client.datanode-restart.timeout=1792229988;dfs.client.slow.io.warning.threshold.ms=101556275;dfs.client.read.use.cache.priority=true;dfs.client.refresh.read-block-locations.ms=1441561416;dfs.client.hedged.read.threshold.millis=2130074490;dfs.client.hedged.read.threadpool.size=23651328;dfs.client.deadnode.detection.enabled=true;dfs.client.read.striped.threadpool.size=1199708322;dfs.client.replica.accessor.builder.classes=null;dfs.namenode.lease-hard-limit-sec=1737096012;dfs.client.socketcache.capacity=1422534568;dfs.client.socketcache.expiryMsec=498378719;dfs.client.use.legacy.blockreader.local=true;dfs.client.read.shortcircuit=true;dfs.client.read.shortcircuit.metrics.sampling.percentage=1793971948;dfs.client.domain.socket.data.traffic=false;dfs.domain.socket.path=;dfs.client.read.shortcircuit.skip.checksum=false;dfs.client.read.shortcircuit.buffer.size=984098379;dfs.client.read.shortcircuit.streams.cache.size=1066197833;dfs.client.read.shortcircuit.streams.cache.expiry.ms=1586719728;dfs.client.mmap.enabled=true;dfs.client.mmap.cache.size=2110155848;dfs.client.mmap.cache.timeout.ms=1429244908;dfs.client.mmap.retry.timeout.ms=1932917247;dfs.client.read.short.circuit.replica.stale.threshold.ms=147119865;dfs.short.circuit.shared.memory.watcher.interrupt.check.ms=1537782846;dfs.domain.socket.disable.interval.seconds=1824286572;dfs.client.key.provider.cache.expiry=653461201;dfs.client.short.circuit.num=1767534088;]
org.apache.hadoop.mapred.TestTask#testStatusUpdateDoesNotExitInUberMode,10,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;mapreduce.job.counters.group.name.max=128;mapreduce.job.counters.counter.name.max=64;mapreduce.job.counters.groups.max=50;mapreduce.job.counters.max=120;mapreduce.task.local.output.class=null;mapreduce.job.net.static.resolutions=null;]
org.apache.hadoop.mapreduce.lib.input.TestLineRecordReader#testRecordSpanningMultipleSplitsCompressed,35,[mapred.task.maxvmem=null;mapred.child.ulimit=null;mapreduce.map.ulimit=null;mapreduce.reduce.ulimit=null;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;mapreduce.input.linerecordreader.line.maxlength=2147483647;fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;file.stream-buffer-size=4096;io.compression.codecs=null;io.compression.codec.bzip2.library=system-native;]
org.apache.hadoop.mapreduce.lib.input.TestLineRecordReader#testUncompressedInputDefaultDelimiterPosValue,29,[fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=1268463776;fs.client.resolve.remote.symlinks=false;fs.local.block.size=1311230615;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;io.file.buffer.size=4096;fs.permissions.umask-mode=022;]
