Test Method,# configuration parameter,Configuration Key
org.apache.hadoop.yarn.api.TestPBImplRecords#testNodeReportPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetResourceProfileRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetClusterNodeAttributesRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetResourceProfileResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testMoveApplicationAcrossQueuesRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.records.TestResourceUtilization#testResourceUtilization,1,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testPreemptionResourceRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.util.resource.TestResourceUtils#testGetResourceTypesConfigErrors,28,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=memory,resource1;yarn.resource-types.memory-mb.units=;yarn.resource-types.memory-mb.type=COUNTABLE;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.resource-types.memory-mb.tags=null;yarn.resource-types.resource1.units=;yarn.resource-types.resource1.type=COUNTABLE;yarn.resource-types.resource1.minimum-allocation=0;yarn.resource-types.resource1.maximum-allocation=9223372036854775807;yarn.resource-types.resource1.tags=null;yarn.resource-types.resource2.units=Az;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.scheduler.minimum-allocation-mb=1024;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;yarn.resource-types.memory.units=;yarn.resource-types.memory.type=COUNTABLE;yarn.resource-types.memory.minimum-allocation=0;yarn.resource-types.memory.maximum-allocation=9223372036854775807;yarn.resource-types.memory.tags=null;]
org.apache.hadoop.yarn.client.api.impl.TestTimelineClient#testPostEntitiesNoResponse,24,[yarn.timeline-service.versions=null;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;yarn.http.policy=HTTP_ONLY;yarn.timeline-service.hostname=0.0.0.0;yarn.timeline-service.webapp.address=0.0.0.0:8188;yarn.timeline-service.client.max-retries=30;yarn.timeline-service.client.retry-interval-ms=1000;]
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogsBlock#testBlockContainsPortNumForUnavailableAppLog,34,[yarn.nodemanager.hostname=0.0.0.0;yarn.nodemanager.webapp.address=0.0.0.0:8042;yarn.log-aggregation.file-formats=TFile;yarn.log-aggregation.TFile.remote-app-log-dir=null;yarn.log-aggregation.TFile.remote-app-log-dir-suffix=null;yarn.nodemanager.remote-app-log-dir-suffix=logs;yarn.log-aggregation.file-controller.TFile.class=org.apache.hadoop.yarn.logaggregation.filecontroller.tfile.LogAggregationTFileController;yarn.nodemanager.log-aggregation.num-log-files-per-app=30;yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.http.policy=HTTP_ONLY;yarn.nodemanager.remote-app-log-dir-include-older=true;fs.defaultFS=file:///;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;fs.creation.parallel.count=64;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;]
org.apache.hadoop.yarn.util.TestFSDownload#testUniqueDestinationPath,32,[hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;fs.creation.parallel.count=64;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;fs.permissions.umask-mode=022;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;fs.file.impl=null;file.bytes-per-checksum=512;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;io.file.buffer.size=4096;file.stream-buffer-size=4096;]
org.apache.hadoop.yarn.conf.TestYarnConfiguration#testUpdateConnectAddr,5,[hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;yarn.http.policy=HTTP_ONLY;yarn.nodemanager.localizer.address.rm1=null;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testUpdateNodeResourceResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogsBlock#testBadLogs,43,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;yarn.log-aggregation.file-formats=TFile;yarn.log-aggregation.TFile.remote-app-log-dir=null;yarn.log-aggregation.TFile.remote-app-log-dir-suffix=null;yarn.nodemanager.remote-app-log-dir-suffix=logs;yarn.log-aggregation.file-controller.TFile.class=org.apache.hadoop.yarn.logaggregation.filecontroller.tfile.LogAggregationTFileController;yarn.nodemanager.log-aggregation.num-log-files-per-app=30;fs.defaultFS=file:///;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;fs.creation.parallel.count=64;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;fs.permissions.umask-mode=022;yarn.nodemanager.log-aggregation.compression-type=none;tfile.fs.output.buffer.size=262144;tfile.io.chunk.size=1048576;fs.file.impl.disable.cache=false;fs.file.impl=null;file.bytes-per-checksum=512;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;yarn.http.policy=HTTP_ONLY;yarn.nodemanager.hostname=0.0.0.0;yarn.nodemanager.webapp.address=0.0.0.0:8042;yarn.nodemanager.remote-app-log-dir-include-older=true;]
org.apache.hadoop.yarn.util.resource.TestResources#testCompareToWithNoneResource,15,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=resource2;yarn.resource-types.resource2.units=;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testContainerRetryPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testRemoveFromClusterNodeLabelsRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogsBlock#testAccessDenied,41,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;yarn.log-aggregation.file-formats=TFile;yarn.log-aggregation.TFile.remote-app-log-dir=null;yarn.log-aggregation.TFile.remote-app-log-dir-suffix=null;yarn.nodemanager.remote-app-log-dir-suffix=logs;yarn.log-aggregation.file-controller.TFile.class=org.apache.hadoop.yarn.logaggregation.filecontroller.tfile.LogAggregationTFileController;yarn.nodemanager.log-aggregation.num-log-files-per-app=30;fs.defaultFS=file:///;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;fs.creation.parallel.count=64;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;fs.permissions.umask-mode=022;yarn.nodemanager.log-aggregation.compression-type=none;tfile.fs.output.buffer.size=262144;tfile.io.chunk.size=1048576;fs.file.impl.disable.cache=false;fs.file.impl=null;file.bytes-per-checksum=512;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;yarn.nodemanager.remote-app-log-dir-include-older=true;tfile.fs.input.buffer.size=262144;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetNodesToAttributesRequestPBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.client.TestClientRMProxy#testProxyUserCorrectUGI,40,[hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;yarn.client.failover-sleep-base-ms=2;yarn.client.failover-sleep-max-ms=2;yarn.client.failover-proxy-provider=org.apache.hadoop.yarn.client.ConfiguredRMFailoverProxyProvider;yarn.client.failover-retries=0;yarn.client.failover-retries-on-socket-timeouts=0;yarn.http.policy=HTTP_ONLY;yarn.ipc.client.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RpcClientFactoryPBImpl;hadoop.rpc.socket.factory.class.default=org.apache.hadoop.net.StandardSocketFactory;ipc.client.rpc-timeout.ms=0;ipc.client.connect.retry.interval=1000;ipc.client.connection.maxidletime=10000;ipc.client.connect.max.retries.on.sasl=5;ipc.client.tcpnodelay=true;ipc.client.low-latency=false;ipc.client.ping=true;ipc.ping.interval=60000;ipc.client.connect.timeout=20000;ipc.client.fallback-to-simple-auth-allowed=false;ipc.client.bind.wildcard.addr=false;ipc.client.async.calls.max=100;yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;ipc.maximum.response.length=134217728;]
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetContainerReportResponsePBImpl,11,[yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.webapp.TestWebApp#testServePathsNoName,34,[yarn.http.policy=HTTP_ONLY;yarn.admin.acl=*;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.http.temp.dir=null;hadoop.http.authentication.signature.secret.file=/home/tony/hadoop-http-auth-signature-secret;hadoop.http.authentication.token.validity=36000;hadoop.http.authentication.simple.anonymous.allowed=true;hadoop.http.authentication.type=simple;hadoop.http.authentication.kerberos.keytab=/home/tony/hadoop.keytab;hadoop.http.authentication.kerberos.principal=HTTP/_HOST@LOCALHOST;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.http.max.threads=-1;hadoop.http.logs.enabled=true;hadoop.jetty.logs.serve.aliases=true;hadoop.http.filter.initializers=org.apache.hadoop.http.lib.StaticUserWebFilter;dfs.web.ugi=null;hadoop.http.staticuser.user=dr.who;hadoop.prometheus.endpoint.enabled=false;hadoop.http.max.request.header.size=65536;hadoop.http.max.response.header.size=65536;hadoop.http.idle_timeout.ms=60000;hadoop.http.socket.backlog.size=128;hadoop.http.sni.host.check.enabled=false;hadoop.http.acceptor.count=-1;hadoop.http.selector.count=-1;yarn.webapp.xfs-filter.enabled=true;]
org.apache.hadoop.yarn.util.resource.TestResourceUtils#testGetResourceInformationWithDiffUnits,25,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=resource1,resource2,yarn.io/gpu;yarn.resource-types.resource1.units=G;yarn.resource-types.resource1.type=COUNTABLE;yarn.resource-types.resource1.minimum-allocation=0;yarn.resource-types.resource1.maximum-allocation=9223372036854775807;yarn.resource-types.resource1.tags=null;yarn.resource-types.resource2.units=m;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.resource-types.yarn.io/gpu.units=;yarn.resource-types.yarn.io/gpu.type=COUNTABLE;yarn.resource-types.yarn.io/gpu.minimum-allocation=0;yarn.resource-types.yarn.io/gpu.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/gpu.tags=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
org.apache.hadoop.yarn.security.TestDockerClientConfigHandler#testWriteDockerCredentialsToPath,29,[fs.creation.parallel.count=64;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.file.impl=null;file.bytes-per-checksum=512;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;io.file.buffer.size=4096;file.stream-buffer-size=4096;]
org.apache.hadoop.yarn.util.TestFSDownload#testDirDownload,32,[hadoop.security.token.service.use_ip=true;hadoop.security.dns.log-slow-lookups.enabled=false;hadoop.security.dns.log-slow-lookups.threshold.ms=1000;hadoop.security.authentication=simple;hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1];hadoop.security.auth_to_local.mechanism=hadoop;hadoop.kerberos.min.seconds.before.relogin=60;hadoop.kerberos.keytab.login.autorenewal.enabled=false;hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback;hadoop.security.groups.cache.secs=300;hadoop.security.groups.negative-cache.secs=30;hadoop.security.groups.cache.warn.after.ms=5000;hadoop.security.groups.cache.background.reload=false;hadoop.security.groups.cache.background.reload.threads=3;hadoop.user.group.static.mapping.overrides=dr.who=;;hadoop.user.group.metrics.percentiles.intervals=null;hadoop.token.files=null;hadoop.tokens=null;fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs;fs.creation.parallel.count=64;fs.client.resolve.remote.symlinks=true;fs.local.block.size=33554432;fs.permissions.umask-mode=022;yarn.ipc.record.factory.class=org.apache.hadoop.yarn.factories.impl.pb.RecordFactoryPBImpl;fs.defaultFS=file:///;fs.file.impl.disable.cache=false;fs.file.impl=null;file.bytes-per-checksum=512;hadoop.service.shutdown.timeout=30s;fs.automatic.close=true;io.file.buffer.size=4096;file.stream-buffer-size=4096;]
org.apache.hadoop.yarn.util.resource.TestResourceUtils#testGetResourceInformation,25,[yarn.resourcemanager.configuration.provider-class=org.apache.hadoop.yarn.LocalConfigurationProvider;yarn.resource-types=resource1,resource2,yarn.io/gpu;yarn.resource-types.resource1.units=G;yarn.resource-types.resource1.type=COUNTABLE;yarn.resource-types.resource1.minimum-allocation=0;yarn.resource-types.resource1.maximum-allocation=9223372036854775807;yarn.resource-types.resource1.tags=null;yarn.resource-types.resource2.units=m;yarn.resource-types.resource2.type=COUNTABLE;yarn.resource-types.resource2.minimum-allocation=0;yarn.resource-types.resource2.maximum-allocation=9223372036854775807;yarn.resource-types.resource2.tags=null;yarn.resource-types.yarn.io/gpu.units=;yarn.resource-types.yarn.io/gpu.type=COUNTABLE;yarn.resource-types.yarn.io/gpu.minimum-allocation=0;yarn.resource-types.yarn.io/gpu.maximum-allocation=9223372036854775807;yarn.resource-types.yarn.io/gpu.tags=null;yarn.resource-types.memory-mb.minimum-allocation=-1;yarn.scheduler.minimum-allocation-mb=1024;yarn.resource-types.memory-mb.maximum-allocation=-1;yarn.scheduler.maximum-allocation-mb=8192;yarn.resource-types.vcores.minimum-allocation=-1;yarn.scheduler.minimum-allocation-vcores=1;yarn.resource-types.vcores.maximum-allocation=-1;yarn.scheduler.maximum-allocation-vcores=4;]
